"Time"	G1	G3	G2	G100	G66	G4	G30	G5	G17	G6	G29	G7	G75	G8	G9	G31	G10	G64	G11	G33	G12	G18	G13	G67	G14	G20	G15	G96	G16	G95	G79	G49	G19	G52	G21	G86	G22	G23	G51	G24	G25	G26	G56	G27	G28	G34	G98	G32	G53	G97	G76	G35	G36	G89	G37	G88	G38	G39	G40	G48	G41	G43	G42	G77	G69	G44	G45	G84	G46	G47	G85	G50	G72	G62	G78	G54	G55	G63	G57	G60	G58	G90	G59	G61	G70	G73	G65	G71	G68	G99	G81	G92	G74	G93	G80	G82	G83	G94	G87	G91
450	0.2591323	0.7137235	0.9888532	0.9908105	0.0011564	0.4588278	0.4979705	0.1894556	0.4072228	0.9803524	0.0960797	0.2061513	0.7713026	0.9724975	0.4039544	0.7462308	0.9783105	0.3168574	0.3428294	0.0737637	0.4061603	0.8161821	0.0012984	0.0015994	0.7641463	0.8196273	0.1186594	0.9741325	0.9188226	0.9888318	0.3302485	0.4104237	0.9627236	0.2235631	0.0011850	0.0409940	0.1434729	0.1597345	0.8249746	0.9782392	0.9100101	0.3094252	0.2245253	0.6124396	0.8090693	0.8810503	0.9927324	0.6657092	0.2690330	0.9578946	0.9479168	0.7683933	0.6181216	0.8377407	0.0340436	0.9928179	0.8539165	0.2283256	0.3965323	0.3975277	0.9434843	0.0545121	0.6127860	0.7617812	0.0574143	0.9840481	0.0726313	0.7380750	0.7529606	0.1271956	0.7709430	0.0003452	0.3346155	0.2303997	0.4908687	0.9876268	0.7400988	0.9291627	0.4600081	0.7543952	0.9878132	0.0177372	0.7767257	0.9650232	0.2651339	0.7072707	0.0316197	0.9912570	0.1144879	0.8432168	0.9821123	0.0071975	0.6433870	0.7984151	0.0195645	0.9713500	0.4520208	0.7370639	0.9685767	0.1697315
500	0.2646468	0.7150703	0.9920099	0.9951889	0.0063653	0.4600127	0.4943284	0.1962945	0.4162010	0.9827040	0.0963131	0.2255125	0.8112452	0.9699156	0.4069246	0.7319403	0.9825899	0.3149286	0.3439759	0.0756865	0.4019078	0.8163246	0.0000000	0.0000000	0.7668312	0.8177987	0.1058398	0.9850173	0.9213843	0.9896003	0.3287173	0.4116826	0.9676520	0.2296435	0.0044700	0.0473449	0.1415035	0.1628094	0.8116145	0.9749808	0.9134395	0.3132242	0.2290077	0.6066508	0.8094378	0.8813246	0.9893423	0.6637704	0.2611463	0.9562233	0.9453258	0.7613309	0.6214519	0.8353965	0.0339794	0.9916436	0.8504190	0.2309343	0.3982129	0.3930374	0.9492802	0.0534420	0.6119050	0.7663882	0.0597386	0.9800127	0.0720667	0.7367900	0.7506504	0.1285041	0.7735252	0.0000000	0.3401332	0.2246979	0.4825624	0.9869084	0.7380498	0.9238129	0.4586756	0.7567378	0.9836580	0.0171056	0.7712489	0.9670207	0.2554111	0.7018457	0.0326660	0.9941742	0.1083602	0.8376602	0.9819633	0.0112492	0.6496434	0.8116672	0.0213071	0.9789655	0.4534695	0.7401072	0.9665217	0.1696513
550	0.2558958	0.2137508	0.8375852	0.9943023	0.0467651	0.5387270	0.4793649	0.2356838	0.4532376	0.9815477	0.0997917	0.4361104	0.8675922	0.9715397	0.3729854	0.7305838	0.9803569	0.3151034	0.3371346	0.0790054	0.3998359	0.8127482	0.0079306	0.0004822	0.7270349	0.8193789	0.0983205	0.9834116	0.9164945	0.9895120	0.3438596	0.4097452	0.9630437	0.3725170	0.0224960	0.0445144	0.1430825	0.1597432	0.8095219	0.9796668	0.9115026	0.3127229	0.2265994	0.6061534	0.8103074	0.4170576	0.9936606	0.8940809	0.2989539	0.9577101	0.7043327	0.1362449	0.4981446	0.5423476	0.2475739	0.9923800	0.8318607	0.2310374	0.4015683	0.3343442	0.8709085	0.0533610	0.6117575	0.7757114	0.0620035	0.9722160	0.0756399	0.7377051	0.7489295	0.3416428	0.3645553	0.0541966	0.8239996	0.5031392	0.4890470	0.9845334	0.6708208	0.9306605	0.4610879	0.7564706	0.9807861	0.0583152	0.9425757	0.9730372	0.2513492	0.7992527	0.0327048	0.9939014	0.1130213	0.8463017	0.9478293	0.0202647	0.6551964	0.5304644	0.0233134	0.9459276	0.4509689	0.8092175	0.9664797	0.1720875
600	0.2624142	0.1336536	0.8084676	0.9923782	0.0546648	0.5633719	0.4414279	0.2456459	0.5083284	0.9848991	0.0988480	0.7487172	0.9340526	0.9759864	0.2664501	0.7588387	0.9798248	0.3162967	0.3478899	0.0712340	0.4028206	0.8195428	0.0060763	0.0049180	0.7064030	0.8178579	0.1001217	0.9895355	0.9253673	0.9830656	0.3792381	0.4167073	0.9556317	0.4051639	0.0313809	0.0782848	0.1443779	0.1796331	0.8117306	0.9758672	0.9055228	0.3103643	0.2253094	0.6025404	0.8177391	0.2366190	0.9924046	0.9637384	0.3874770	0.9577574	0.4310660	0.0667424	0.4707429	0.4211845	0.3360717	0.9850141	0.8201765	0.2378413	0.4309729	0.3078239	0.7874168	0.0568095	0.6128334	0.7690508	0.0603840	0.8946294	0.0753961	0.7392658	0.7515586	0.4114955	0.2579390	0.0785010	0.9514898	0.3820375	0.5561767	0.9879396	0.5245303	0.9304830	0.4622144	0.7505531	0.9847312	0.0735421	0.9796571	0.9688016	0.2548256	0.7753251	0.0340185	0.9917605	0.1137767	0.8463582	0.7765997	0.0269257	0.6564230	0.5551134	0.0284686	0.9309477	0.4500427	0.9231746	0.9671224	0.1678975
650	0.2582515	0.1251989	0.7982102	0.9902681	0.0667832	0.5717813	0.4123996	0.2489301	0.5566680	0.9813766	0.0913765	0.8933380	0.9660745	0.9727579	0.1694463	0.8315097	0.9769318	0.3160095	0.3404990	0.0761754	0.4021681	0.8170027	0.0056120	0.0001373	0.6987817	0.8101745	0.1194113	0.9923952	0.9302653	0.9890903	0.4360914	0.4114193	0.9655486	0.4128370	0.0395512	0.1416145	0.1450430	0.2606729	0.8281752	0.9696551	0.9042131	0.3144758	0.2194134	0.5995704	0.8319687	0.1646369	0.9881716	0.9838230	0.4689548	0.9576290	0.2414885	0.0583102	0.4523490	0.3713529	0.3700598	0.9646476	0.7941296	0.2454722	0.4686843	0.3079605	0.6418632	0.0666168	0.6083619	0.7742098	0.0617153	0.8065230	0.0752602	0.7350432	0.7468432	0.4331216	0.2660650	0.0852293	0.9814931	0.2883799	0.6687848	0.9759533	0.4546678	0.9225317	0.4616579	0.7542737	0.9821059	0.0868242	0.9925937	0.9669992	0.2537888	0.7758603	0.0307052	0.9925366	0.1207556	0.8445160	0.6046468	0.0229563	0.6592727	0.5996477	0.0317169	0.9308101	0.4438694	0.9667609	0.9672149	0.1691183
700	0.2597707	0.1261808	0.7943566	0.9936494	0.0713418	0.5701407	0.3938730	0.2481590	0.5913064	0.9835896	0.0962472	0.9562424	0.9875856	0.9713948	0.1050386	0.9097801	0.9780784	0.3168830	0.3242405	0.0738973	0.4047528	0.8173056	0.0030713	0.0024418	0.6971214	0.8073389	0.1605278	0.9886977	0.9340437	0.9882481	0.4886141	0.4093472	0.9637919	0.4176858	0.0394326	0.2007165	0.1505674	0.3781015	0.8832901	0.9555789	0.8989811	0.3151884	0.2291620	0.6103896	0.8462336	0.1362715	0.9910877	0.9854687	0.5117136	0.9556496	0.1694283	0.0600765	0.4314713	0.3438529	0.3824979	0.9406687	0.7658824	0.2477419	0.4966000	0.3166016	0.4483020	0.0899049	0.6101364	0.7727350	0.0569084	0.7491240	0.0770490	0.7393407	0.7449444	0.4389728	0.2881990	0.0844764	0.9922222	0.2390503	0.7653979	0.9504304	0.4543094	0.9032346	0.4620263	0.7579210	0.9883943	0.0863090	0.9906722	0.9687407	0.2488445	0.8189411	0.0288616	0.9906886	0.1099197	0.8442204	0.5081949	0.0247053	0.6580721	0.6245565	0.0367539	0.9293113	0.4522012	0.9804072	0.9701085	0.1746715
750	0.2608985	0.1213383	0.7925418	0.9917525	0.0785533	0.5679667	0.3839596	0.2493131	0.5994370	0.9825888	0.0939695	0.9770551	0.9912338	0.9741305	0.0728643	0.9588707	0.9753870	0.3207560	0.3070796	0.0734670	0.4042007	0.8177602	0.0064819	0.0021016	0.6988804	0.8095687	0.2343345	0.9865899	0.9364447	0.9940750	0.5309900	0.4089154	0.9553134	0.4128978	0.0426584	0.2335749	0.1560059	0.4764632	0.9240436	0.9316809	0.8895632	0.3113325	0.2229422	0.6274101	0.8597956	0.1256556	0.9932863	0.9860398	0.5346850	0.9533378	0.1429039	0.0614545	0.4004942	0.3272178	0.3789400	0.9374898	0.7256121	0.2515087	0.5135014	0.3236682	0.2800288	0.1851939	0.6066716	0.7703514	0.0621988	0.7146699	0.0696818	0.7406889	0.7475155	0.4409820	0.3082537	0.0876390	0.9863661	0.2250676	0.8257875	0.9089576	0.4729601	0.9034144	0.4648392	0.7546104	0.9862945	0.0819624	0.9918230	0.9708816	0.2540384	0.8585638	0.0337226	0.9902239	0.1132617	0.8470528	0.4719956	0.0246839	0.6574033	0.6385832	0.0292402	0.9282988	0.4492676	0.9876690	0.9709718	0.1720919
800	0.2554244	0.1220442	0.7894794	0.9916032	0.0852156	0.5744451	0.3790476	0.2427664	0.6049133	0.9794170	0.0925598	0.9872324	0.9913281	0.9710409	0.0612741	0.9785977	0.9722505	0.3176241	0.2787909	0.0776313	0.4056752	0.8189576	0.0048230	0.0016210	0.6965265	0.8068724	0.3003030	0.9733221	0.9310761	0.9860429	0.5603989	0.4069686	0.9567370	0.4160360	0.0390429	0.2345023	0.1677526	0.5421528	0.9478031	0.9104724	0.8916047	0.3092208	0.2213330	0.6429533	0.8684075	0.1226725	0.9873932	0.9822030	0.5385071	0.9554517	0.1359182	0.0571609	0.3768114	0.3032054	0.3881412	0.9285133	0.6980623	0.2488313	0.5166002	0.3410018	0.1840257	0.4370020	0.6052338	0.7705070	0.0644154	0.7063566	0.0690076	0.7363302	0.7507861	0.4369529	0.3145092	0.0882550	0.9928689	0.2161918	0.8533394	0.8564081	0.4905582	0.8962303	0.4595541	0.7516704	0.9840695	0.0894137	0.9906924	0.9677359	0.2481474	0.8821092	0.0282807	0.9905751	0.1108137	0.8414375	0.4507150	0.0240053	0.6548572	0.6365060	0.0341507	0.9284787	0.4493026	0.9896745	0.9688408	0.1709796
850	0.2637110	0.1207919	0.7914371	0.9949651	0.0899727	0.5745370	0.3803016	0.2324707	0.6028394	0.9853460	0.0983015	0.9888653	0.9889436	0.9743698	0.0405793	0.9924219	0.9739196	0.3216615	0.2626743	0.0740129	0.4036163	0.8160425	0.0045492	0.0000000	0.6897038	0.8133858	0.3483640	0.9558923	0.9293021	0.9838324	0.5733602	0.4134436	0.9538286	0.4110176	0.0346535	0.2211196	0.1627827	0.5620553	0.9640534	0.8888014	0.8912402	0.3111140	0.2256234	0.6579748	0.8804255	0.1223749	0.9942960	0.9848244	0.5496793	0.9569917	0.1350382	0.0587278	0.3469797	0.2791082	0.3881516	0.9296769	0.6764706	0.2485522	0.5217264	0.3479993	0.1299484	0.7169757	0.6145781	0.7708305	0.1313024	0.6939303	0.0747021	0.7385066	0.7505005	0.4386443	0.3239918	0.0891597	0.9990267	0.2163598	0.8746364	0.8266567	0.5135361	0.9009255	0.4570415	0.7526844	0.9831255	0.0890236	0.9901093	0.9612219	0.2485252	0.8936680	0.0281792	0.9888854	0.1133664	0.8458505	0.4516196	0.0231268	0.6522142	0.6367697	0.0386448	0.9216075	0.4511929	0.9904753	0.9654860	0.1684452
900	0.2587924	0.1180358	0.7874262	0.9884627	0.0908265	0.5743009	0.3776490	0.2297015	0.5904473	0.9810047	0.0912913	0.9948953	0.9925596	0.9733477	0.0357960	0.9891567	0.9762745	0.3155587	0.2448484	0.0733793	0.4048694	0.8230568	0.0080428	0.0000000	0.6893516	0.8045677	0.3794316	0.9367434	0.9327014	0.9828533	0.5730418	0.4136798	0.9600851	0.4162080	0.0341797	0.1950135	0.1677180	0.5577679	0.9676671	0.8720317	0.8877756	0.3140299	0.2259497	0.6625420	0.8835967	0.1241424	0.9946065	0.9847573	0.5437696	0.9556165	0.1297630	0.0590425	0.3244635	0.2542470	0.3901886	0.9291179	0.6640607	0.2536712	0.5217213	0.3541966	0.1050328	0.8770537	0.6129807	0.7722469	0.2991586	0.6857455	0.0757756	0.7357303	0.7476388	0.4375063	0.3253296	0.0884574	0.9917098	0.2114322	0.8800934	0.8078422	0.5169045	0.9040991	0.4639220	0.7535514	0.9858824	0.0913568	0.9897420	0.9231590	0.2592643	0.8995464	0.0270174	0.9940506	0.1070113	0.8468541	0.4556607	0.0202322	0.6498231	0.6405517	0.0304125	0.9298287	0.4495704	0.9902734	0.9667138	0.1686642
950	0.2552258	0.1231146	0.7902637	0.9853297	0.0913471	0.5682929	0.3771588	0.2255600	0.5788662	0.9807600	0.0963638	0.9937248	0.9908694	0.9739773	0.0331013	0.9946738	0.9701072	0.3197905	0.2342994	0.0672297	0.4036906	0.8178797	0.0035489	0.0011551	0.6978079	0.8078533	0.4031201	0.9165140	0.9302893	0.9895119	0.5647402	0.4088667	0.9631040	0.4164410	0.0357427	0.1823872	0.1655295	0.5366934	0.9730762	0.8613822	0.8841041	0.3089495	0.2257397	0.6643598	0.8795909	0.1220385	0.9889609	0.9882925	0.5498291	0.9579339	0.1302819	0.0561522	0.3029494	0.2373352	0.3904670	0.9256924	0.6610322	0.2529586	0.5222929	0.3559710	0.0820955	0.9446057	0.6133941	0.7706860	0.4520815	0.6858677	0.0744717	0.7392031	0.7502006	0.4404130	0.3236426	0.0914507	0.9955318	0.2124905	0.8852963	0.7937579	0.5198129	0.9089383	0.4563648	0.7542152	0.9882934	0.0894069	0.9943044	0.8302274	0.2738928	0.9061102	0.0302660	0.9924011	0.1125384	0.8447380	0.4550160	0.0168291	0.6430902	0.6388951	0.0290638	0.9265845	0.4517255	0.9880396	0.9708010	0.1690155
1000	0.2597609	0.1228141	0.7870831	0.9921223	0.0882551	0.5721641	0.3749120	0.2297659	0.5639555	0.9777076	0.0982764	0.9915775	0.9919586	0.9746873	0.0263099	0.9929774	0.9717182	0.3193270	0.2345540	0.0711107	0.4033908	0.8172230	0.0000000	0.0046597	0.6969645	0.8029883	0.4131145	0.8986757	0.9337301	0.9895120	0.5547748	0.4105424	0.9588607	0.4171264	0.0328939	0.1751532	0.1670251	0.5158536	0.9755215	0.8683391	0.8859257	0.3161993	0.2245992	0.6693452	0.8829509	0.1194601	0.9962121	0.9867416	0.5464476	0.9583602	0.1306176	0.0596849	0.2997711	0.2202381	0.3940124	0.9284326	0.6562184	0.2492964	0.5221175	0.3571460	0.0790533	0.9726459	0.6153101	0.7717299	0.5391184	0.6860195	0.0697418	0.7447115	0.7504420	0.4362286	0.3311936	0.0863171	0.9956200	0.2133186	0.8914268	0.7920254	0.5207690	0.8987715	0.4628541	0.7504067	0.9870418	0.0863737	0.9914577	0.7287181	0.3252034	0.9071419	0.0283144	0.9933891	0.1155958	0.8449155	0.4482141	0.0161549	0.6346378	0.6432157	0.0314730	0.9312454	0.4469725	0.9885717	0.9643453	0.1680361

0	0.2620708	0.1189309	0.7911408	0.9886394	0.0861147	0.5710731	0.3798862	0.2242086	0.5403579	0.9805395	0.0963980	0.7147617	0.9923257	0.9799988	0.0191990	0.9935305	0.9733522	0.3174909	0.2290792	0.0696969	0.3993960	0.8152039	0.0046562	0.0000000	0.6975929	0.8066028	0.4232531	0.8818072	0.9333201	0.9899143	0.5053778	0.4124105	0.9628517	0.4150569	0.0325966	0.1624815	0.1735718	0.4598126	0.9711212	0.9083628	0.8856474	0.3155648	0.2271956	0.6675494	0.8825435	0.1220669	0.9974741	0.9847910	0.5514982	0.9624622	0.1336719	0.5561861	0.2817671	0.1992325	0.3951312	0.9243932	0.6557971	0.2520839	0.5228897	0.3621280	0.0716006	0.9908286	0.6126829	0.7675278	0.6091820	0.6921293	0.0754051	0.7409667	0.7493079	0.4417808	0.3277564	0.0870648	0.9911760	0.2154552	0.8873859	0.7908597	0.5235015	0.9091697	0.4566727	0.7553601	0.9947858	0.0895820	0.9876622	0.5556374	0.5794901	0.9085277	0.0311752	0.9922929	0.1080710	0.8443469	0.4512774	0.0182953	0.6201202	0.6397605	0.0289055	0.9256401	0.4533313	0.9904570	0.9639350	0.1707212
