"Time"	G1	G83	G2	G50	G3	G87	G4	G92	G5	G36	G6	G46	G7	G27	G8	G59	G9	G94	G10	G48	G11	G67	G12	G22	G13	G14	G63	G15	G66	G16	G47	G17	G18	G69	G19	G93	G20	G86	G21	G57	G23	G24	G72	G25	G26	G38	G28	G61	G29	G31	G30	G51	G97	G32	G88	G33	G34	G79	G35	G81	G96	G37	G90	G39	G40	G65	G41	G42	G43	G44	G68	G45	G58	G73	G100	G49	G64	G98	G52	G78	G53	G54	G55	G56	G89	G60	G62	G85	G75	G70	G71	G77	G74	G84	G76	G95	G80	G91	G82	G99
450	0.0508678	0.1195333	0.9878716	0.8870790	0.1797170	0.7878683	0.5613894	0.0007570	0.2761004	0.8264341	0.2773023	0.7789100	0.7413167	0.0551287	0.0019833	0.9876718	0.4231368	0.9933476	0.0381673	0.0363289	0.7219381	0.6186319	0.3739063	0.9679763	0.3727692	0.8565006	0.5616820	0.0569926	0.1692277	0.4871712	0.8440299	0.9920586	0.9273721	0.9638645	0.3712035	0.8621761	0.8624227	0.0899927	0.3922057	0.5277222	0.0343896	0.8325192	0.8641981	0.4102466	0.6500569	0.3516995	0.5126482	0.9740184	0.5877514	0.8719495	0.9845218	0.0225376	0.0014488	0.1493713	0.1717081	0.9927280	0.1272580	0.1651367	0.1840399	0.1978653	0.0012031	0.9848666	0.4037572	0.0257382	0.5834205	0.5506158	0.9921703	0.2293869	0.1537219	0.0930144	0.7568199	0.9764360	0.0973823	0.1652233	0.0493156	0.5289201	0.4271346	0.0203733	0.0786141	0.9680478	0.2622914	0.9919791	0.9907902	0.0682740	0.2826614	0.2941184	0.2966078	0.3444569	0.7733361	0.0162196	0.9746213	0.0383099	0.9899259	0.9375743	0.0082688	0.8858359	0.0475551	0.4935697	0.3743196	0.0295517
500	0.0563009	0.1208608	0.9910530	0.8916375	0.1835063	0.7896075	0.5451024	0.0034295	0.2579358	0.8054364	0.2725753	0.7825769	0.7341960	0.0527709	0.0016144	0.9876857	0.4273151	0.9915272	0.0385568	0.0375147	0.7829140	0.6890712	0.3700120	0.9653045	0.3753078	0.8548807	0.5590884	0.0623529	0.1717625	0.4884966	0.8362959	0.9937755	0.9331050	0.9709312	0.3742789	0.8638021	0.8641770	0.0927069	0.4005069	0.5243330	0.0376390	0.8315646	0.8662735	0.4058866	0.6301042	0.3641874	0.5102554	0.9722766	0.5802684	0.8709558	0.9825344	0.0165436	0.0032347	0.1461733	0.1717432	0.9915536	0.1228932	0.1703826	0.2071496	0.1965101	0.0068006	0.9848278	0.4113310	0.0433842	0.5871720	0.5512009	0.9916065	0.1853616	0.1731391	0.0943174	0.7595253	0.9740715	0.1025077	0.1588554	0.0471808	0.5271778	0.4321318	0.0159126	0.0762833	0.9722445	0.2577166	0.9913678	0.9866050	0.0670892	0.2735935	0.2891881	0.3440271	0.3451610	0.7694993	0.0106620	0.9748106	0.0420522	0.9913759	0.9431607	0.0098456	0.8944480	0.0490093	0.4908096	0.3760192	0.0294697
550	0.0474954	0.1897183	0.3934106	0.8406278	0.2157449	0.9291398	0.5373649	0.0661549	0.2532792	0.7558907	0.2716389	0.0098097	0.7242296	0.0545324	0.0020624	0.0871163	0.1233576	0.9901322	0.0314751	0.0404228	0.8304330	0.7437207	0.9382914	0.7796251	0.2148680	0.8921135	0.5613291	0.0580186	0.7117978	0.5035587	0.8376702	0.9900021	0.9287088	0.9496168	0.8964570	0.7761378	0.8678776	0.0885852	0.4191397	0.5265951	0.0358954	0.8365745	0.8623907	0.4071782	0.6219425	0.4215282	0.5718788	0.9379887	0.5850750	0.8730137	0.9666355	0.0743916	0.0189289	0.2310924	0.0957535	0.9927773	0.5569680	0.1415300	0.2213100	0.6612326	0.0925979	0.9803784	0.4257152	0.0800678	0.5697005	0.5622481	0.9950266	0.1652075	0.1992917	0.2537554	0.9445502	0.9439010	0.3386936	0.4582255	0.0496332	0.5239789	0.4318049	0.6900987	0.0784673	0.9728064	0.2625788	0.9918135	0.9807657	0.0722388	0.3393818	0.3711473	0.3917183	0.3439377	0.5388104	0.0193022	0.9668296	0.0781801	0.9524010	0.8875124	0.0097349	0.6651675	0.0465121	0.6073732	0.3813362	0.0319281
600	0.0539797	0.2027222	0.2014457	0.6905228	0.2288847	0.9597397	0.5208514	0.0800368	0.2440455	0.7272771	0.2671153	0.0090511	0.7079957	0.0590061	0.0000000	0.0278101	0.0536263	0.9243136	0.0426742	0.0324398	0.8620525	0.7927628	0.9881089	0.4639680	0.1746900	0.9482299	0.5926134	0.0628375	0.8961661	0.5350071	0.8342150	0.9581692	0.9192224	0.9433051	0.9772899	0.5696522	0.8694431	0.0900507	0.4468099	0.4830492	0.0325049	0.8715130	0.8626377	0.4070931	0.6551444	0.4407894	0.6379900	0.9480813	0.5829739	0.8735848	0.9610334	0.0934325	0.0261848	0.2527321	0.0730898	0.9943156	0.5918598	0.1161510	0.2300383	0.8484149	0.0960875	0.9711976	0.4477975	0.1234017	0.5097560	0.5473128	0.9934709	0.2004040	0.2318424	0.2996906	0.9379304	0.6436221	0.4275744	0.7096913	0.0491616	0.5282814	0.4376141	0.9007678	0.0823984	0.9668872	0.2873284	0.9897855	0.9156119	0.0695392	0.4762064	0.4142068	0.4344422	0.3447423	0.2244784	0.0193617	0.9478340	0.0957189	0.5930149	0.8468966	0.0098249	0.5948644	0.0455874	0.8038472	0.4236403	0.0281372
650	0.0498143	0.2096669	0.1352398	0.4626316	0.2438515	0.9645860	0.4566688	0.0831865	0.2418901	0.7031506	0.2570839	0.0080359	0.6866672	0.0555363	0.0011176	0.0228577	0.0349914	0.4982494	0.0387679	0.0373372	0.8541878	0.8164030	0.9924290	0.3282068	0.1654843	0.9704925	0.6328318	0.0653096	0.9586649	0.5735614	0.8227982	0.7969540	0.9078924	0.9412231	0.9917086	0.4062744	0.8648854	0.0967792	0.4750448	0.4020149	0.0363889	0.9039630	0.8621944	0.4152058	0.7109282	0.4348228	0.6513539	0.9566175	0.5848236	0.8743298	0.9490697	0.1036782	0.0251138	0.2625902	0.0667085	0.9937716	0.6199291	0.1071429	0.2227835	0.9280350	0.0958230	0.9664711	0.4571718	0.2028465	0.4550744	0.5136353	0.9914844	0.2963771	0.2546711	0.3122271	0.9199392	0.2329150	0.5651895	0.8651236	0.0468761	0.5246332	0.4728099	0.9668351	0.0896864	0.9688297	0.3201759	0.9957557	0.5490345	0.0976961	0.5721622	0.4129951	0.4626606	0.3567582	0.1098871	0.0175320	0.9313012	0.0969966	0.3357786	0.7527637	0.0091873	0.5793741	0.0394130	0.8945950	0.5357809	0.0302101
700	0.0513829	0.2132400	0.1137580	0.2819440	0.2460526	0.9592281	0.3350522	0.0825137	0.2494317	0.6937277	0.2605410	0.0122829	0.6716625	0.0536096	0.0000000	0.0254340	0.0327470	0.1948288	0.0345508	0.0354659	0.8060368	0.8255900	0.9903274	0.2862528	0.1646395	0.9801131	0.6541688	0.0625943	0.9816599	0.5922557	0.8014402	0.5910700	0.8006503	0.9409013	0.9908101	0.3080502	0.8576642	0.0967054	0.5099207	0.3257976	0.0367800	0.9171313	0.8773765	0.4514887	0.7587231	0.4166006	0.6503830	0.9559532	0.5800512	0.8737271	0.9188370	0.1121677	0.0240935	0.2635151	0.0649470	0.9864172	0.6808881	0.1014520	0.1972380	0.9590057	0.1011434	0.9629760	0.4622261	0.2884230	0.4138994	0.4698994	0.9918757	0.4220101	0.2751028	0.3148836	0.9054438	0.0688031	0.7858762	0.9332502	0.0489854	0.5253759	0.5433438	0.9780525	0.1083067	0.9665425	0.4122040	0.9921429	0.2474758	0.3269907	0.6483659	0.4142454	0.4816962	0.3702876	0.0594939	0.0172596	0.9140181	0.1026377	0.2289657	0.6024307	0.0121828	0.5733559	0.0477368	0.9293467	0.6882966	0.0365727
750	0.0526180	0.2088630	0.1073882	0.1779439	0.2498547	0.9542467	0.2205684	0.0860607	0.2534216	0.6906966	0.2583842	0.0097367	0.6497265	0.0556280	0.0012046	0.0277063	0.0296766	0.0854774	0.0385381	0.0363721	0.7283093	0.8149384	0.9937742	0.2717403	0.1673022	0.9873643	0.6751739	0.0646495	0.9905278	0.6077267	0.7839153	0.4392304	0.5203740	0.9204828	0.9583454	0.2598395	0.8468654	0.0907759	0.5200203	0.2742744	0.0318355	0.9181195	0.8746613	0.5128695	0.7931634	0.3973696	0.6453337	0.9557374	0.5796262	0.8727809	0.8103705	0.1172979	0.0202724	0.2669123	0.0564058	0.9887231	0.7377727	0.1012652	0.1622980	0.9681314	0.0999325	0.9636044	0.4539239	0.3679285	0.3991583	0.4227043	0.9836689	0.5338002	0.2936413	0.3158211	0.9016767	0.0249052	0.9136425	0.9690275	0.0509242	0.5308510	0.6362898	0.9897286	0.1618037	0.9416428	0.5769860	0.9864828	0.1199616	0.7603779	0.7214092	0.4143618	0.4964870	0.3831593	0.0499744	0.0201196	0.9073890	0.1061755	0.1901658	0.4641743	0.0040421	0.5697886	0.0447889	0.9459565	0.8066835	0.0345289
800	0.0472858	0.2096921	0.1038356	0.1308002	0.2560708	0.9584110	0.1487154	0.0846038	0.2767598	0.6977869	0.2590288	0.0106607	0.6350173	0.0518697	0.0080845	0.0256536	0.0270731	0.0435309	0.0341487	0.0427303	0.6510590	0.7831603	0.9921156	0.2668345	0.1657456	0.9866964	0.6824550	0.0615452	0.9873490	0.6036589	0.7732594	0.3483065	0.2463643	0.8589218	0.6664788	0.2543600	0.8440480	0.0952132	0.5166937	0.2520378	0.0368380	0.9178753	0.8748937	0.5851902	0.8136391	0.3829954	0.6342750	0.9513538	0.5733473	0.8755149	0.6031270	0.1176940	0.0275758	0.2637668	0.0637920	0.9687043	0.7883042	0.0964583	0.1244310	0.9826873	0.1052811	0.9633517	0.4437929	0.4319410	0.3835397	0.3948657	0.9825377	0.6163369	0.3061340	0.3114448	0.8953817	0.0126826	0.9704847	0.9805736	0.0465699	0.5277548	0.7306577	0.9843832	0.2715100	0.8441266	0.7640216	0.9933665	0.0667409	0.9436716	0.7582686	0.4128777	0.4891516	0.3925433	0.0431890	0.0145300	0.8942313	0.1084966	0.1752121	0.3629666	0.0093004	0.5639642	0.0448040	0.9524474	0.8680646	0.0337130
850	0.0557154	0.2085130	0.1062870	0.1143951	0.2629273	0.9563724	0.1158368	0.0812245	0.3101307	0.7267990	0.2686428	0.0087029	0.6279346	0.0546783	0.0000000	0.0306916	0.0296367	0.0344117	0.0384730	0.0414780	0.5839420	0.7272890	0.9918398	0.2630167	0.1595566	0.9940084	0.6835726	0.0611286	0.9863214	0.6025518	0.7644823	0.3077378	0.1111034	0.6638648	0.3932533	0.3437548	0.8285878	0.0946259	0.5096113	0.2401341	0.0382119	0.9205089	0.8800523	0.6531640	0.8324638	0.3736173	0.6383551	0.9535057	0.5805852	0.8766509	0.3850659	0.1305370	0.0264734	0.2626812	0.0630723	0.9384327	0.8177042	0.0949618	0.1023816	0.9868651	0.1035261	0.9629340	0.4441186	0.4728476	0.3750952	0.3654930	0.9880168	0.6788774	0.3079538	0.3130307	0.8988897	0.0101057	0.9925818	0.9892406	0.0516203	0.5327119	0.8168203	0.9870111	0.4202269	0.5947871	0.8842658	0.9926831	0.0452270	0.9824752	0.7802469	0.4111785	0.4741891	0.3961217	0.0442175	0.0189618	0.8956995	0.1098831	0.1705030	0.3085947	0.0146005	0.5339119	0.0466731	0.9555957	0.8716155	0.0313403
900	0.0509237	0.2058108	0.1028127	0.0999892	0.2666753	0.9541545	0.1025423	0.0878426	0.3415496	0.7535977	0.2665949	0.0134431	0.6346443	0.0532943	0.0015824	0.0240341	0.0329659	0.0237781	0.0352758	0.0427947	0.5379804	0.6691567	0.9953317	0.2602243	0.1596086	0.9854678	0.6831837	0.0626343	0.9899771	0.6013400	0.7570755	0.2844939	0.0710918	0.4020179	0.2837297	0.5249297	0.8269897	0.0969580	0.4929840	0.2327385	0.0356858	0.9237323	0.8807653	0.6967552	0.8397838	0.3692431	0.6373180	0.9530291	0.5732324	0.8741493	0.2293631	0.1603232	0.0264367	0.2604593	0.0647550	0.8936009	0.8343271	0.0993729	0.0862555	0.9911378	0.1033627	0.9631208	0.4350512	0.4900927	0.3628072	0.3433514	0.9890428	0.7141218	0.2995400	0.3118856	0.8975481	0.0084514	0.9900638	0.9880417	0.0491956	0.5325808	0.8628912	0.9868262	0.5462818	0.3468991	0.9408815	0.9946116	0.0364633	0.9901834	0.7964466	0.4106241	0.4450653	0.4040680	0.0373104	0.0199784	0.8982143	0.1085893	0.1710353	0.2850064	0.0072123	0.4804823	0.0450321	0.9566781	0.7851433	0.0317105
950	0.0474600	0.2109102	0.1060212	0.0938010	0.2697558	0.9464115	0.1198680	0.0957468	0.3725150	0.7853175	0.2767525	0.0119330	0.6407212	0.0536874	0.0048985	0.0282028	0.0276251	0.0263509	0.0340386	0.0380090	0.5053825	0.5981274	0.9908375	0.2644597	0.1682392	0.9888017	0.6879581	0.0619505	0.9876543	0.6071935	0.7521568	0.2683933	0.0587796	0.2150143	0.2481885	0.7129510	0.8211220	0.0956014	0.4817842	0.2261673	0.0324890	0.9187877	0.8807230	0.7234679	0.8384548	0.3632719	0.6310768	0.9562170	0.5787203	0.8751214	0.1447953	0.2248092	0.0203822	0.2629182	0.0648118	0.8516354	0.8463934	0.0982536	0.0775969	0.9917985	0.0914175	0.9606828	0.4300288	0.4783931	0.3289673	0.3264938	0.9878102	0.7398709	0.2885946	0.3149303	0.8946935	0.0111796	0.9953093	0.9908342	0.0507082	0.5270296	0.8910615	0.9865187	0.6081419	0.2189602	0.9644522	0.9907862	0.0376578	0.9911257	0.7944823	0.4141486	0.4097734	0.4037837	0.0426323	0.0178709	0.8958023	0.1062853	0.1699336	0.2705102	0.0065381	0.3814078	0.0471723	0.9551483	0.6178790	0.0324037
1000	0.0520730	0.2105885	0.1030574	0.0994415	0.2684994	0.9488861	0.1826222	0.1028871	0.3928711	0.8098653	0.2831138	0.0098316	0.6513247	0.0542486	0.0026854	0.0259292	0.0297615	0.0252015	0.0397775	0.0427531	0.4854307	0.5405255	0.9862239	0.2679252	0.1674032	0.9838884	0.6873735	0.0595284	0.9911257	0.6062075	0.7518137	0.2647929	0.0491072	0.1232441	0.2328253	0.8365994	0.8206876	0.0971062	0.4717434	0.2312975	0.0345366	0.9260996	0.8796550	0.7431208	0.8435832	0.3583311	0.6380612	0.9543885	0.5750335	0.8743483	0.1008406	0.3444582	0.0268541	0.2604692	0.0681765	0.8396887	0.8489516	0.0943633	0.0716575	0.9924038	0.0929759	0.9605183	0.4282971	0.4418802	0.2724617	0.2973891	0.9832198	0.7577342	0.2681145	0.3116831	0.9016662	0.0059709	0.9958183	0.9924681	0.0551432	0.5288130	0.9057578	0.9640304	0.6495806	0.1622647	0.9716502	0.9755933	0.0334605	0.9948108	0.7998812	0.4137173	0.3642645	0.4054005	0.0456129	0.0180537	0.8875019	0.1063605	0.1685568	0.2693398	0.0094130	0.2883436	0.0424091	0.9560584	0.4744956	0.0320316

0	0.0544174	0.2069512	0.1073407	0.0952971	0.2675548	0.9455997	0.5961164	0.0851991	0.4363979	0.8774296	0.2908599	0.0113657	0.6874680	0.0593276	0.0049047	0.0259179	0.0295848	0.0232852	0.0415861	0.0425469	0.4551818	0.4153518	0.9919448	0.2611651	0.1674853	0.9870536	0.6858052	0.0687296	0.9907359	0.6031762	0.7528848	0.2624920	0.0493706	0.0538194	0.2258381	0.9674726	0.8253411	0.0957690	0.4460606	0.2280965	0.0344009	0.9255262	0.8823098	0.7611918	0.8462017	0.3574167	0.3149633	0.8454872	0.5632096	0.8892791	0.0606917	0.8774234	0.0204694	0.2638838	0.0685385	0.9901214	0.8548198	0.0968910	0.0623460	0.9969976	0.0879142	0.9121480	0.4197396	0.0223321	0.3098763	0.2612388	0.9895790	0.7671223	0.1234085	0.8524888	0.5691066	0.0066859	0.9915513	0.9944796	0.0493706	0.5297824	0.9234769	0.4589328	0.1968941	0.7570657	0.4476996	0.2711465	0.0287626	0.9929666	0.8035207	0.5189047	0.2135375	0.4046997	0.0380419	0.0174938	0.8855107	0.1104684	0.6524679	0.7402002	0.0075182	0.4823058	0.0487470	0.9583043	0.3435894	0.0337130
