"Time"	G1	G13	G2	G29	G3	G61	G4	G86	G5	G15	G6	G94	G7	G17	G8	G35	G9	G42	G10	G26	G11	G55	G12	G99	G85	G14	G54	G16	G32	G18	G79	G19	G59	G20	G21	G100	G22	G37	G23	G69	G24	G25	G89	G56	G27	G71	G28	G62	G45	G30	G31	G50	G77	G33	G98	G34	G36	G93	G38	G39	G46	G40	G90	G41	G58	G49	G43	G44	G76	G97	G47	G81	G48	G70	G51	G80	G52	G57	G53	G68	G75	G73	G84	G60	G65	G63	G64	G66	G91	G67	G95	G72	G74	G78	G82	G83	G87	G88	G92	G96
450	0.1695570	0.5261537	0.0250238	0.2291642	0.7714779	0.9922175	0.6907308	0.2215562	0.5311159	0.1198049	0.9921407	0.2263535	0.3961632	0.9882122	0.7796895	0.4398756	0.8061445	0.3890206	0.7253255	0.5170935	0.4597262	0.8570939	0.3905925	0.2332999	0.2277976	0.0499372	0.1898315	0.2214512	0.7182993	0.0750463	0.9632450	0.6331245	0.2898381	0.2151013	0.3499071	0.2199983	0.4793381	0.6407855	0.9934577	0.2259325	0.2262883	0.2070568	0.6373539	0.1761064	0.9892963	0.9721421	0.0995565	0.6680847	0.7007394	0.5298201	0.2195203	0.8966244	0.1263580	0.7325862	0.9844943	0.5381774	0.2173239	0.7794992	0.0879497	0.1045700	0.7323628	0.4227009	0.9560735	0.1216303	0.9910013	0.6309826	0.0682217	0.3245680	0.1338654	0.5637078	0.0000000	0.1415279	0.3924131	0.0071782	0.7141077	0.8945290	0.0689907	0.0095174	0.1320800	0.5034642	0.1231023	0.5941749	0.2350977	0.2268244	0.9672444	0.2948743	0.0932055	0.9478315	0.1607332	0.4754262	0.2784487	0.9538722	0.0682326	0.7851369	0.1554798	0.5865723	0.8945277	0.1303259	0.9916466	0.6823429
500	0.1735812	0.5294677	0.0281985	0.2335461	0.7763631	0.9933806	0.6855457	0.2249685	0.5293145	0.1211251	0.9923738	0.2300712	0.3923459	0.9855768	0.7887891	0.4307861	0.8053133	0.3884093	0.7315294	0.5098776	0.4551977	0.8567024	0.3867042	0.2306854	0.2303856	0.0481030	0.1797450	0.2267187	0.7207592	0.0759733	0.9539230	0.6340705	0.2937289	0.2212773	0.3529487	0.2263652	0.2903010	0.7688660	0.9906115	0.2172558	0.2288006	0.2030470	0.6281643	0.1688560	0.9908404	0.9723313	0.0962484	0.6661757	0.6929091	0.5339207	0.1978831	0.8592280	0.1281483	0.7281520	0.9845112	0.5361213	0.2134851	0.7114571	0.0761233	0.1036791	0.7375443	0.4238026	0.9566680	0.1275552	0.9933070	0.6267782	0.0532920	0.3233911	0.1315150	0.5635705	0.0018484	0.1391722	0.3982447	0.0011503	0.7120056	0.8939346	0.0758363	0.0050496	0.1306767	0.5042041	0.1133558	0.5934519	0.2296433	0.2260450	0.9653367	0.2893548	0.0942991	0.9512252	0.1545193	0.4693424	0.2714282	0.9579893	0.0696876	0.7904833	0.1570535	0.6014453	0.8959426	0.1373064	0.9892647	0.6599133
550	0.1638059	0.6656094	0.0333494	0.1519170	0.2534422	0.9421207	0.6861446	0.2653631	0.5556833	0.4414972	0.9957860	0.3116046	0.3939761	0.9871750	0.7981978	0.4258546	0.6594804	0.4247073	0.7270041	0.5076654	0.3477813	0.8394396	0.2231878	0.1861446	0.5252503	0.0508765	0.5729362	0.2592191	0.6853817	0.0760346	0.9550105	0.6321432	0.2884709	0.3455167	0.7883377	0.2859351	0.2053730	0.8731301	0.9929903	0.2202774	0.3168059	0.1971229	0.6109871	0.1664284	0.9903643	0.8644594	0.1005928	0.9024767	0.7100861	0.5096021	0.2178374	0.5176718	0.3468632	0.2393974	0.9781562	0.5369990	0.7714152	0.6027182	0.0699766	0.3932594	0.3018008	0.4238245	0.9573757	0.1168388	0.9955844	0.6334154	0.0748670	0.3244274	0.1297328	0.4337821	0.0173659	0.8074163	0.1844381	0.1096596	0.7099006	0.8915643	0.0749875	0.2879889	0.1330554	0.5035946	0.1056889	0.3003519	0.2858439	0.2312607	0.9644125	0.3372506	0.0950503	0.9512602	0.1591105	0.4776780	0.2676932	0.9086167	0.0729388	0.7809830	0.1572106	0.8181041	0.9004077	0.1766084	0.9887557	0.6044826
600	0.1696871	0.7255796	0.0470020	0.1228692	0.1005547	0.6314590	0.6864162	0.2806488	0.5302853	0.5494485	0.9946842	0.3487150	0.4230859	0.9917338	0.8039396	0.4164335	0.5659391	0.5086978	0.7388395	0.4967518	0.1597156	0.6515642	0.1673640	0.1209901	0.5943843	0.0529280	0.9000306	0.3477122	0.6752012	0.0700039	0.9564510	0.6407585	0.2808631	0.3809616	0.7339215	0.3959853	0.5578353	0.9226317	0.9943061	0.2178544	0.5083566	0.1915505	0.5965209	0.1608197	0.9804487	0.8354324	0.0992685	0.9704582	0.7449569	0.3060575	0.2499218	0.4263724	0.4374197	0.1050253	0.9619340	0.5387564	0.9310040	0.5057688	0.0690377	0.4793552	0.2947944	0.4220065	0.9588585	0.0801854	0.9942265	0.6100342	0.3145385	0.3261048	0.1322851	0.3966999	0.0132043	0.9155316	0.1636424	0.1584392	0.6981391	0.8951940	0.0707042	0.3773057	0.1343342	0.5083191	0.1059212	0.3381831	0.3032809	0.2282506	0.9640388	0.3139841	0.1020670	0.9493042	0.1598114	0.4776446	0.2697042	0.9437004	0.0733922	0.9238377	0.1577338	0.8364139	0.9143095	0.3257843	0.9849378	0.4930543
650	0.1653681	0.7575694	0.0464647	0.1117229	0.1102282	0.2884261	0.6875936	0.2871989	0.4890252	0.5894686	0.9870736	0.3605455	0.4842010	0.9889148	0.8131886	0.4073996	0.4061708	0.6199086	0.7336654	0.5000941	0.0802362	0.2681256	0.1499173	0.0834967	0.5854472	0.0489710	0.9689121	0.4114428	0.6718874	0.0764614	0.9581072	0.6390542	0.2921536	0.3913201	0.6569690	0.4336204	0.9234235	0.8321787	0.9891583	0.2179086	0.6425186	0.1939676	0.5805480	0.1542222	0.9575130	0.8224219	0.0947296	0.9897489	0.7844437	0.1294903	0.3808338	0.4902232	0.4712576	0.0707487	0.9081742	0.5403581	0.9731014	0.4645414	0.0701350	0.5128839	0.4108015	0.4128217	0.9540740	0.0699096	0.9957821	0.5696431	0.5596350	0.3219961	0.1274894	0.3991577	0.0168569	0.9120422	0.1476634	0.1892173	0.6864524	0.8885767	0.0718208	0.4063767	0.1341025	0.5874037	0.1006452	0.4046215	0.3137887	0.2327724	0.9122217	0.2686379	0.1093386	0.9501604	0.1667433	0.4761580	0.2897409	0.9667344	0.0746325	0.9636685	0.1572926	0.8502766	0.9186678	0.4497320	0.9618423	0.3618793
700	0.1675323	0.7732650	0.0416886	0.1120970	0.2066450	0.3644799	0.6864463	0.2887095	0.4697597	0.6224412	0.9918094	0.3696720	0.5544655	0.9878718	0.8190766	0.4027282	0.2176116	0.7779992	0.7231346	0.4977277	0.0765439	0.1262393	0.1420091	0.0738358	0.5622566	0.0488513	0.9764221	0.4401768	0.6727213	0.0755548	0.9544772	0.6409552	0.2938208	0.3973063	0.6307823	0.4245594	0.9728247	0.6744575	0.9963689	0.2179538	0.7072619	0.1938643	0.5834796	0.1544636	0.9318295	0.8117267	0.0971440	0.9916221	0.8058239	0.0723617	0.6218666	0.6959545	0.4843765	0.0579588	0.8119906	0.5414017	0.9919884	0.5160514	0.0935750	0.5528323	0.5084043	0.3868942	0.9537856	0.0613632	0.9910130	0.5182549	0.6713409	0.3264220	0.1255077	0.4181231	0.0161382	0.8949318	0.1326008	0.1943551	0.6826723	0.8849771	0.0729263	0.4068917	0.1347990	0.7424993	0.1051573	0.4353266	0.3119563	0.2531381	0.7155406	0.2481005	0.1182055	0.9482236	0.1558773	0.4768573	0.3578305	0.9806142	0.0718165	0.9736990	0.1603510	0.8574536	0.9324906	0.4837663	0.9184923	0.2663660
750	0.1702686	0.7740454	0.0386721	0.1092018	0.3278712	0.6600350	0.6856415	0.2933124	0.4527837	0.6448786	0.9893626	0.3689889	0.5974520	0.9905495	0.8285848	0.3978205	0.0947033	0.9131418	0.7071145	0.4997159	0.1131718	0.1045417	0.1437179	0.0694049	0.5446541	0.0527403	0.9859649	0.4560427	0.6742368	0.0808577	0.9541965	0.6437277	0.2898628	0.3926685	0.6423891	0.4140762	0.9804789	0.5764146	0.9922610	0.2160128	0.7307985	0.1896431	0.5730873	0.1538575	0.9151720	0.8016869	0.0988971	0.9927062	0.8201316	0.0573114	0.8085385	0.8560897	0.4860063	0.0563287	0.7018695	0.5675986	0.9911694	0.6286339	0.1885061	0.6380444	0.5933165	0.3492060	0.9447368	0.0554291	0.9957809	0.4564232	0.7057466	0.3279152	0.1279885	0.4407443	0.0188046	0.8879899	0.1102652	0.1985013	0.6807070	0.8861139	0.0695010	0.4158611	0.1378591	0.8633735	0.1019445	0.4453832	0.3133604	0.2943422	0.6648822	0.2378891	0.1304232	0.9473065	0.1592092	0.4811897	0.4765063	0.9854952	0.0703698	0.9792264	0.1522304	0.8619402	0.9320703	0.4544647	0.8841649	0.2376406
800	0.1670927	0.7761013	0.0354787	0.1087259	0.4224781	0.8411606	0.6857010	0.2920481	0.4508933	0.6571018	0.9877833	0.3706051	0.6225672	0.9871703	0.8426516	0.3888913	0.0547770	0.9675482	0.6567845	0.5106134	0.1903567	0.1196897	0.1415191	0.0675587	0.5294720	0.0509589	0.9873728	0.4585400	0.6686836	0.0721829	0.9572732	0.6439344	0.2955061	0.3954591	0.6568732	0.4122019	0.9900988	0.5405863	0.9870547	0.2198484	0.7476986	0.1873828	0.5691181	0.1524338	0.9049922	0.7940779	0.0927421	0.9892527	0.8210841	0.0559323	0.9017125	0.9249692	0.4952725	0.0509563	0.6366860	0.5977348	0.9932923	0.7186808	0.3527365	0.7122386	0.6947836	0.3021777	0.9311416	0.0536572	0.9901766	0.4160126	0.7211305	0.3236721	0.1311630	0.4546542	0.0151449	0.8834949	0.1069621	0.1947587	0.6732657	0.8794179	0.0662821	0.4101271	0.1327527	0.9225095	0.0991131	0.4588010	0.3124067	0.3498035	0.7900297	0.2312179	0.1285566	0.9464632	0.1567979	0.4772584	0.5664385	0.9867974	0.0683282	0.9731915	0.1574930	0.8654611	0.9331666	0.4002425	0.8802343	0.2938068
850	0.1778459	0.7738475	0.0377813	0.1119852	0.4819537	0.9099668	0.6900670	0.2875740	0.4525955	0.6717544	0.9934417	0.3688482	0.6343289	0.9901762	0.8398891	0.3874144	0.0829204	0.9892292	0.5873471	0.5205588	0.2960739	0.2223782	0.1410732	0.0646544	0.5156110	0.0579359	0.9859214	0.4603293	0.6669197	0.0694418	0.9580192	0.6516937	0.2957257	0.3899971	0.6685241	0.4196674	0.9832471	0.5240216	0.9760830	0.2206853	0.7538511	0.1893112	0.5721741	0.1568203	0.9066387	0.7890871	0.0995684	0.9920051	0.8315521	0.0554842	0.9402606	0.9555259	0.4948050	0.0487696	0.5949972	0.6439074	0.9910063	0.7722464	0.5033259	0.7070778	0.7611970	0.2581686	0.9169724	0.0529205	0.9894061	0.3823263	0.7332624	0.3258792	0.1307937	0.4689789	0.0196590	0.8820242	0.1077000	0.1962897	0.6757306	0.8816068	0.0756438	0.4131056	0.1303913	0.9412380	0.0980618	0.4607346	0.3119327	0.4125553	0.8853189	0.2268516	0.1296121	0.9420816	0.1594723	0.4832668	0.6271558	0.9869112	0.0679542	0.9717074	0.1627935	0.8605155	0.9354762	0.3510537	0.8973896	0.3976943
900	0.1751278	0.7688603	0.0341609	0.1054566	0.5131286	0.9354495	0.6896802	0.2896746	0.4504023	0.6718217	0.9864591	0.3735398	0.6454089	0.9888973	0.8493086	0.3746468	0.1857006	0.9850039	0.5026540	0.5422282	0.4003501	0.5001192	0.1445107	0.0621323	0.5123674	0.0493332	0.9845136	0.4627343	0.6703620	0.0681110	0.9565084	0.6526371	0.3039484	0.3948873	0.6787102	0.4192759	0.9870271	0.5201706	0.9315325	0.2227965	0.7531861	0.1930517	0.5720995	0.1587637	0.9045268	0.7875873	0.1000091	0.9918634	0.8255672	0.0522803	0.9494616	0.9667025	0.4949313	0.0460931	0.5760995	0.6844231	0.9897808	0.8031920	0.5851967	0.6632139	0.7839651	0.2257909	0.8759042	0.0537624	0.9921656	0.3634157	0.7370190	0.3230361	0.1278856	0.4757280	0.0186899	0.8802674	0.0975770	0.1918207	0.6712777	0.8794007	0.0714405	0.4140129	0.1374310	0.9043073	0.1014414	0.4639344	0.3116251	0.4661652	0.9350468	0.2251017	0.1285230	0.9416085	0.1534107	0.4856583	0.6521169	0.9847737	0.0698342	0.9747291	0.1554066	0.8697591	0.9340088	0.3153073	0.9228375	0.5025965
950	0.1732712	0.7712815	0.0372851	0.1023191	0.5292758	0.9395781	0.6909978	0.2888413	0.4513422	0.6736107	0.9916107	0.3718358	0.6474985	0.9893517	0.8585294	0.3731331	0.3307845	0.9675164	0.4356896	0.5656276	0.4630198	0.7299894	0.1400002	0.0664462	0.5206089	0.0526919	0.9889257	0.4624629	0.6679868	0.0745642	0.9548298	0.6481908	0.3080647	0.3950182	0.6858518	0.4277001	0.9842128	0.5163964	0.8753506	0.2306133	0.7506969	0.1916770	0.5731055	0.1660583	0.8979848	0.7835907	0.0947986	0.9952166	0.8316245	0.0529391	0.9551427	0.9669850	0.4888923	0.0487058	0.5669282	0.7119977	0.9927079	0.8136224	0.6109728	0.6135119	0.7573458	0.2027398	0.8216995	0.0518980	0.9925395	0.3597978	0.7368680	0.3263670	0.1304532	0.4831721	0.0159845	0.8828045	0.1000737	0.1931341	0.6713540	0.8723229	0.0705090	0.4170410	0.1300615	0.7899592	0.1057079	0.4622985	0.3162154	0.5024557	0.9467821	0.2283838	0.1315044	0.9290254	0.1595566	0.4847008	0.6308497	0.9820403	0.0689191	0.9727457	0.1547324	0.8668066	0.9362149	0.2906357	0.9455628	0.5803960
1000	0.1790024	0.7684459	0.0342825	0.1091104	0.5338345	0.9477126	0.6902443	0.2949063	0.4482289	0.6714288	0.9936072	0.3694648	0.6504624	0.9899536	0.8617490	0.3656225	0.4691857	0.8912998	0.3983376	0.6011481	0.4790157	0.8342261	0.1353820	0.0699342	0.5210872	0.0478266	0.9882402	0.4602542	0.6714499	0.0744542	0.9559770	0.6500460	0.3043806	0.3957230	0.6848472	0.4346442	0.9853799	0.5169298	0.8339978	0.2562893	0.7530097	0.2081293	0.5775397	0.1837630	0.9001827	0.7800410	0.1030190	0.9934641	0.8281836	0.0520288	0.9572942	0.9678026	0.4953418	0.0472406	0.5682889	0.7352324	0.9908823	0.8144628	0.5750054	0.5767180	0.7222595	0.1916767	0.7633846	0.0527861	0.9921228	0.3637945	0.7326451	0.3317024	0.1307529	0.4814481	0.0230995	0.8774793	0.0996721	0.1941136	0.6748702	0.8730189	0.0696314	0.4056845	0.1367481	0.6583784	0.1081701	0.4593762	0.3133827	0.5277128	0.9577367	0.2283224	0.1292544	0.9110779	0.1638242	0.4858213	0.5531458	0.9819092	0.0668082	0.9769249	0.1576067	0.8704212	0.9314770	0.2779913	0.9510357	0.6286824

0	0.1831149	0.7577928	0.0385334	0.1056324	0.5381705	0.9500394	0.7003699	0.2876748	0.4480276	0.6747909	0.9919051	0.3699012	0.6526626	0.9951306	0.7102634	0.5139754	0.6764106	0.5113899	0.4681257	0.6221330	0.2254151	0.3280881	0.1410997	0.0631848	0.5328564	0.0511279	0.9867745	0.4683182	0.6710669	0.0747161	0.9551230	0.6520634	0.3088344	0.3929890	0.6717209	0.4320216	0.9914039	0.5149030	0.8752641	0.2642299	0.7530697	0.2367035	0.6577291	0.2335240	0.8989541	0.7818965	0.1036458	0.9909830	0.8325946	0.0534606	0.9613183	0.9750023	0.4892457	0.0861020	0.7578394	0.6588094	0.9932187	0.8200279	0.5191599	0.5287053	0.5715453	0.3537922	0.9321920	0.0486123	0.9891425	0.5557122	0.7387115	0.3273510	0.1302299	0.4895334	0.0196112	0.8780902	0.0987142	0.1957783	0.6680104	0.8721593	0.0720325	0.4147895	0.1306156	0.8292395	0.1515382	0.4626187	0.3096006	0.3591871	0.9654786	0.2355692	0.1313694	0.9446253	0.1546204	0.4877629	0.5772390	0.9844196	0.0718672	0.9741543	0.1557121	0.8051337	0.9378277	0.2645239	0.9658851	0.6927530
