"Time"	G1	G70	G2	G6	G3	G7	G4	G85	G5	G52	G39	G93	G8	G30	G9	G99	G10	G42	G11	G50	G12	G13	G14	G38	G15	G91	G16	G17	G84	G18	G65	G19	G34	G20	G21	G76	G22	G66	G23	G95	G24	G94	G25	G71	G26	G97	G27	G73	G28	G29	G56	G31	G55	G32	G33	G72	G37	G35	G90	G36	G75	G40	G43	G41	G81	G96	G44	G48	G45	G61	G46	G47	G87	G49	G80	G51	G62	G58	G53	G86	G54	G64	G57	G59	G60	G92	G63	G67	G100	G68	G69	G88	G74	G89	G77	G78	G79	G82	G83	G98
450	0.8993815	0.8509168	0.9857984	0.8491950	0.7686311	0.9930565	0.9919905	0.1245835	0.1709443	0.2034502	0.2252292	0.0000000	0.4074534	0.6884486	0.2255497	0.9870405	0.4155759	0.8389645	0.8239416	0.5836420	0.0157045	0.2923032	0.5621153	0.3427484	0.0017870	0.0867634	0.8454081	0.6360789	0.0001012	0.9616334	0.3731282	0.5872248	0.0655308	0.4168430	0.3082825	0.2945481	0.1099180	0.3788560	0.0470074	0.9901519	0.0853248	0.9471160	0.9650124	0.8908476	0.9024602	0.3730541	0.8742182	0.8399059	0.1184893	0.8656884	0.0713625	0.9604974	0.6631456	0.9901318	0.1396836	0.8317702	0.2410847	0.9930027	0.8724794	0.7570442	0.2326485	0.9144937	0.4419594	0.5555081	0.0562865	0.7871582	0.5419953	0.7298314	0.3149033	0.9799384	0.8178048	0.0109346	0.0917703	0.1669358	0.1569082	0.8428800	0.2626678	0.6950198	0.6957723	0.2329307	0.2454781	0.5926076	0.7736961	0.4892854	0.4418173	0.2133182	0.9916559	0.3767713	0.9628689	0.9625751	0.7899075	0.8385499	0.6283547	0.8123848	0.2558679	0.0009656	0.6756111	0.9835700	0.9915947	0.4928456
500	0.8993441	0.8539875	0.9889496	0.8536197	0.7738286	0.9942283	0.9881832	0.1272442	0.1686391	0.2053975	0.2251056	0.0036057	0.4138602	0.7058261	0.2245401	0.9870388	0.4230421	0.8522001	0.8225474	0.5888171	0.0114584	0.2870867	0.5510331	0.3342135	0.0046991	0.0849329	0.8431337	0.6415656	0.0026203	0.9671691	0.3618204	0.5884719	0.0704696	0.4228903	0.2956352	0.2879211	0.1077864	0.3792530	0.0403157	0.9864754	0.0885705	0.9509065	0.9712943	0.8946759	0.9076312	0.3674048	0.8707467	0.8377042	0.1062430	0.8620143	0.0689143	0.9541290	0.6646878	0.9869450	0.1398599	0.8296324	0.2372833	0.9956316	0.8756581	0.7561829	0.2465827	0.9142780	0.4410766	0.5601317	0.0570237	0.7829966	0.5414318	0.7285465	0.3194068	0.9816611	0.8026495	0.0085370	0.0972784	0.1630917	0.1578316	0.8421962	0.2694837	0.6878258	0.6945244	0.2346548	0.2382219	0.5920249	0.7682378	0.4886546	0.4392376	0.2089558	0.9927624	0.3794763	0.9569236	0.9570294	0.7897353	0.8424552	0.6304071	0.8179992	0.2570814	0.0085592	0.6771266	0.9868048	0.9895671	0.4927645
550	0.8526388	0.6579306	0.4061678	0.6547275	0.2092991	0.9815914	0.9897784	0.1787958	0.1684773	0.6722188	0.2322839	0.0312485	0.3754660	0.7186763	0.2773832	0.6041512	0.8254239	0.8842247	0.8156889	0.5942401	0.0099009	0.2804314	0.3361831	0.2811219	0.0226653	0.0877196	0.8734833	0.6365439	0.0228040	0.9704986	0.3616298	0.5869950	0.0658231	0.6903163	0.5659465	0.2954560	0.1113963	0.3742953	0.0414387	0.9919382	0.0868311	0.9504064	0.9699162	0.9002601	0.9086118	0.4281169	0.8913292	0.6301395	0.1125520	0.8665585	0.1918004	0.8644578	0.5641048	0.9864757	0.7091697	0.6134526	0.1342997	0.9916239	0.8760857	0.7034397	0.3973476	0.9138713	0.4409270	0.5694520	0.0581687	0.7921219	0.5449969	0.7294574	0.3231005	0.9758135	0.4354479	0.1996755	0.3763452	0.4272719	0.2893081	0.8399244	0.2686210	0.8645871	0.6796123	0.2347671	0.2337745	0.2143364	0.9016367	0.5020554	0.4016977	0.2729267	0.9928521	0.3790935	0.9616790	0.9656511	0.7887961	0.6147837	0.6334265	0.5183380	0.2721487	0.0097897	0.5968863	0.9807377	0.9895460	0.4951935
600	0.7703024	0.5603261	0.3847290	0.2677755	0.1118789	0.8651869	0.9907152	0.1955869	0.1279920	0.8493926	0.2800587	0.0455777	0.2764851	0.7150316	0.3746522	0.5617399	0.9428844	0.9280081	0.8370681	0.5866017	0.0147493	0.2864941	0.2896098	0.2055455	0.0231996	0.0898618	0.9363321	0.6333955	0.0313847	0.9626763	0.3623078	0.5951971	0.0582137	0.8132789	0.6659745	0.3617287	0.1226827	0.3803546	0.0468998	0.9905968	0.0834456	0.9480530	0.9691472	0.9000236	0.8917772	0.4337201	0.9280898	0.5741078	0.1169700	0.8820258	0.2132187	0.7942756	0.5261776	0.9827456	0.7916352	0.3367194	0.1014862	0.9900810	0.8777498	0.6359528	0.5092199	0.9144599	0.4420000	0.5628175	0.0552331	0.7877646	0.5447535	0.7310131	0.3295371	0.9810827	0.6131396	0.2846397	0.4118820	0.5380272	0.5948678	0.8448667	0.2643329	0.9585006	0.6443715	0.2364826	0.2384865	0.1177931	0.9135086	0.5175177	0.3108444	0.3011659	0.9941995	0.3768995	0.9624889	0.9657104	0.7906159	0.5345673	0.6332936	0.4969242	0.3134431	0.0074868	0.4896504	0.9880692	0.9901989	0.4910084
650	0.6435313	0.4756473	0.4602642	0.1303740	0.1029306	0.5106334	0.9922626	0.2015325	0.0871949	0.9210118	0.4117295	0.0483545	0.1912455	0.6718919	0.4464393	0.6279829	0.9742272	0.9516779	0.8500419	0.5870019	0.0169250	0.2896514	0.2806507	0.1634418	0.0235387	0.0860252	0.9712240	0.6199992	0.0351065	0.9580073	0.3640214	0.5910974	0.0680900	0.8743534	0.7130550	0.4258313	0.1413941	0.4057427	0.0761250	0.9910011	0.0873165	0.9521554	0.9631257	0.8967946	0.8219564	0.4426750	0.9518044	0.5659008	0.1247852	0.8972894	0.2123042	0.7870000	0.4975640	0.9848488	0.7745044	0.2216761	0.0874844	0.9914356	0.8769910	0.6003282	0.6610616	0.9168709	0.4375504	0.5679709	0.0552105	0.7859524	0.5446177	0.7267987	0.3263102	0.9837375	0.8428318	0.3792855	0.4131599	0.5916923	0.7815698	0.8412377	0.2654368	0.9830982	0.6187514	0.2566122	0.2436737	0.1071770	0.8974924	0.5287555	0.2315929	0.2974047	0.9909169	0.3776512	0.9694736	0.9638848	0.7938092	0.4981431	0.6354790	0.4953426	0.3506516	0.0120438	0.4438584	0.9855303	0.9902793	0.4922331
700	0.5152496	0.3677923	0.5510791	0.1214975	0.0967972	0.2741493	0.9911260	0.2023058	0.0680249	0.9598195	0.5756453	0.0551304	0.1342883	0.5987511	0.4844944	0.6941589	0.9852326	0.9636452	0.8594369	0.5762960	0.0223218	0.3084682	0.2831009	0.1547402	0.0249404	0.0859791	0.9782454	0.6022798	0.0395399	0.9372041	0.3617065	0.5898075	0.0667711	0.9082590	0.7512702	0.4673528	0.1644502	0.4408837	0.1937090	0.9884565	0.0876990	0.9528663	0.9713529	0.8989001	0.6727574	0.4777664	0.9689394	0.5673543	0.1268346	0.9052370	0.2150035	0.8130625	0.4825007	0.9831893	0.7447553	0.1811042	0.0899253	0.9901392	0.8767495	0.5985027	0.7729419	0.9159187	0.4393551	0.5665000	0.0493967	0.7876537	0.5464026	0.7310855	0.3220833	0.9840265	0.9333584	0.4998959	0.4158640	0.6089325	0.8729008	0.8411716	0.2665325	0.9807651	0.6068871	0.2784789	0.2671216	0.1034957	0.8776742	0.5339453	0.1836162	0.3010834	0.9890905	0.3759722	0.9586603	0.9636130	0.7901582	0.4880230	0.6340510	0.4955707	0.3783524	0.0122995	0.4421400	0.9823639	0.9931315	0.4977952
750	0.4221648	0.2465471	0.6345060	0.1684223	0.0946253	0.1881197	0.9898515	0.2064456	0.0498390	0.9761091	0.6559473	0.0565206	0.0823982	0.5047015	0.5078230	0.7360265	0.9853026	0.9723402	0.8714815	0.5675133	0.0238403	0.3409058	0.3052412	0.1568179	0.0278863	0.0898966	0.9888504	0.5955272	0.0437355	0.9182098	0.3640531	0.5898122	0.0590187	0.9175545	0.8087044	0.4996891	0.1774011	0.4751343	0.3402567	0.9349462	0.0827539	0.9490191	0.9616641	0.8988440	0.4918218	0.5561612	0.9774240	0.5731750	0.1404084	0.9081021	0.2130653	0.8350500	0.4762231	0.9855723	0.7146792	0.1833509	0.0842371	0.9921129	0.8779536	0.6075991	0.8178926	0.9167229	0.4359478	0.5641135	0.0535686	0.7852747	0.5390524	0.7324306	0.3183213	0.9842877	0.9705691	0.6051091	0.4079024	0.6219619	0.9144288	0.8453947	0.2631088	0.9886569	0.6046546	0.2893854	0.2875299	0.0995174	0.8703120	0.5347113	0.1703157	0.3032862	0.9939466	0.3803622	0.9618707	0.9664668	0.7924947	0.4842638	0.6335779	0.4989968	0.3839957	0.0119451	0.4370941	0.9839147	0.9939429	0.4952482
800	0.3649922	0.1572117	0.6918477	0.2585198	0.0951620	0.1696427	0.9889461	0.2050588	0.0466662	0.9806516	0.6415944	0.0620820	0.0497858	0.3938303	0.5255313	0.7557692	0.9820626	0.9712178	0.8712009	0.5659824	0.0265426	0.3780255	0.3348793	0.1690776	0.0259649	0.0881340	0.9904584	0.5894677	0.0403220	0.8849895	0.3707742	0.5880916	0.0610145	0.9254780	0.8682334	0.5277140	0.1864746	0.5097184	0.4286538	0.7653509	0.0877314	0.9469121	0.9547309	0.8963958	0.3489011	0.6688315	0.9741975	0.5737640	0.1688392	0.9121586	0.2137656	0.8431439	0.4868036	0.9819739	0.7091421	0.1830460	0.0848611	0.9886088	0.8735300	0.6290341	0.8289218	0.9161509	0.4345630	0.5642478	0.0476781	0.7926233	0.5383804	0.7280830	0.3130449	0.9794784	0.9799006	0.6615233	0.4138486	0.6227911	0.9272114	0.8410836	0.2598938	0.9826339	0.5975394	0.2953843	0.3068834	0.1074006	0.8656378	0.5295893	0.1586347	0.3025866	0.9885172	0.4235743	0.9574538	0.9608893	0.7854929	0.4828318	0.6319985	0.4927124	0.3962415	0.0123699	0.4367659	0.9842692	0.9917569	0.4941645
850	0.3533516	0.1012600	0.7287097	0.3583575	0.0968369	0.1629122	0.9919747	0.2007659	0.0474963	0.9898815	0.5762818	0.0633553	0.0330674	0.3007345	0.5208808	0.7720551	0.9785415	0.9759554	0.8774206	0.5593954	0.0251291	0.4033182	0.3698926	0.1870926	0.0192149	0.0951031	0.9888595	0.5893952	0.0399573	0.8587461	0.3757936	0.5946588	0.0583492	0.9203111	0.9189020	0.5565202	0.1742325	0.5235876	0.4342628	0.5995410	0.0890873	0.9488011	0.9528058	0.8974003	0.2708663	0.7760767	0.9821960	0.5790154	0.2456352	0.9136434	0.2152936	0.8511765	0.4902091	0.9806600	0.7015503	0.1910639	0.0820890	0.9879591	0.8754112	0.6391358	0.8041148	0.9155523	0.4439253	0.5645371	0.0467668	0.7874936	0.5440627	0.7302573	0.3042907	0.9805314	0.9892791	0.6828271	0.4198583	0.6249811	0.9393867	0.8447584	0.2692498	0.9855461	0.5944398	0.3013243	0.3227007	0.1071941	0.8636900	0.5273551	0.1580337	0.3009315	0.9884091	0.5382032	0.9469000	0.9653115	0.7913082	0.4820873	0.6316889	0.4913042	0.4048825	0.0056049	0.4386131	0.9847884	0.9883443	0.4916629
900	0.3512565	0.0704344	0.7416528	0.4251268	0.0963394	0.1609157	0.9900935	0.2032694	0.0448162	0.9869478	0.4894471	0.0695869	0.0316492	0.2303061	0.5255645	0.7708323	0.9576521	0.9698613	0.8750651	0.5575069	0.0266871	0.4256932	0.4026723	0.2072978	0.0187041	0.0865196	0.9872757	0.5923841	0.0440499	0.8348945	0.3789164	0.5949436	0.0645506	0.9234396	0.9549956	0.5721473	0.1717001	0.5274775	0.3707464	0.5181728	0.0865538	0.9517105	0.9472787	0.8923770	0.2287828	0.8505639	0.9829757	0.5802352	0.3317183	0.9112116	0.2108037	0.8545091	0.4938905	0.9783266	0.6998127	0.1949371	0.0806870	0.9929067	0.8741577	0.6472206	0.7595588	0.9157299	0.4423572	0.5659095	0.0494561	0.7826143	0.5451342	0.7274905	0.2945084	0.9787605	0.9901417	0.6849652	0.4125260	0.6184569	0.9395885	0.8420130	0.2651689	0.9864504	0.6011468	0.3047653	0.3366732	0.1095565	0.8628214	0.5269333	0.1651358	0.3002475	0.9872327	0.6801966	0.8945137	0.9663259	0.7969552	0.4794791	0.6333516	0.4943433	0.3990503	0.0138399	0.4369649	0.9846778	0.9895090	0.4919121
950	0.3678997	0.0642728	0.7511462	0.4662407	0.0962869	0.1544947	0.9899222	0.2029986	0.0454969	0.9872863	0.4317576	0.0685374	0.0284006	0.1884601	0.5289209	0.7772788	0.8864175	0.9732983	0.8741818	0.5509704	0.0256511	0.4245271	0.4164785	0.2304983	0.0268506	0.0898723	0.9915573	0.5931877	0.0418151	0.8202691	0.3820945	0.5901630	0.0673948	0.9214543	0.9765157	0.5922859	0.1637265	0.5204101	0.2916770	0.5333219	0.0833562	0.9466414	0.9424077	0.8878881	0.2050875	0.8877555	0.9775455	0.5842698	0.4213600	0.9121885	0.2115779	0.8521581	0.4903657	0.9807303	0.6982469	0.1940946	0.0835346	0.9921285	0.8743105	0.6500380	0.6942621	0.9133643	0.4427848	0.5643111	0.0498043	0.7842003	0.5438334	0.7309588	0.2921137	0.9810580	0.9881293	0.6847918	0.4163325	0.6160194	0.9415953	0.8294913	0.2647668	0.9894801	0.5935688	0.3068528	0.3458301	0.1075958	0.8671940	0.5259127	0.1600279	0.3037184	0.9904436	0.7619019	0.8108827	0.9642230	0.7968229	0.4763088	0.6320373	0.4922539	0.3990637	0.0106132	0.4390195	0.9825824	0.9935415	0.4922952
1000	0.4044446	0.0638344	0.7496626	0.4954005	0.0929469	0.1582665	0.9878046	0.2096840	0.0422525	0.9844818	0.3922804	0.0664261	0.0290280	0.1657310	0.5261557	0.7757044	0.7834797	0.9705949	0.8800518	0.5547971	0.0254136	0.4206659	0.4194539	0.2461225	0.0256322	0.0850163	0.9908054	0.5918725	0.0451437	0.8017611	0.3881681	0.5918442	0.0629790	0.9204344	0.9834133	0.6073609	0.1613171	0.5137414	0.2235756	0.6427730	0.0853975	0.9538750	0.9380200	0.8887979	0.2014484	0.9035168	0.9848701	0.5828538	0.4745643	0.9114157	0.2120006	0.8521140	0.4983464	0.9782785	0.7008599	0.1982392	0.0816789	0.9884471	0.8740291	0.6517206	0.6480608	0.9132738	0.4447049	0.5653171	0.0493922	0.7849988	0.5391143	0.7364575	0.2891536	0.9763719	0.9954887	0.6757489	0.4164192	0.6123052	0.9454603	0.8172174	0.2654788	0.9781518	0.6000116	0.3040113	0.3483597	0.1045469	0.8642904	0.5289566	0.1645420	0.3033635	0.9884528	0.7649431	0.7228106	0.9644054	0.7901929	0.4757818	0.6294221	0.4961878	0.4022311	0.0152658	0.4340946	0.9832094	0.9870717	0.4913471

0	0.4738809	0.1161140	0.7508036	0.5006959	0.0905015	0.1571924	0.9927966	0.2060535	0.0414106	0.9875318	0.3434651	0.0670847	0.0310609	0.1487115	0.5262222	0.7743731	0.5063125	0.9069237	0.8819899	0.5537712	0.0214712	0.3901026	0.3972079	0.2274626	0.0252989	0.0883110	0.9892855	0.6027003	0.0439770	0.7585372	0.4078478	0.5937089	0.0665980	0.9160359	0.9912622	0.6253676	0.1628282	0.4891574	0.1228137	0.9796783	0.0853040	0.9532419	0.9351259	0.8822796	0.2036889	0.9143232	0.9862069	0.5806695	0.5354539	0.9129455	0.2150958	0.8589164	0.4940847	0.9818827	0.7007156	0.1959711	0.0839789	0.9912097	0.8748032	0.6564005	0.6307477	0.9133699	0.4421037	0.5610457	0.0483678	0.7917311	0.5447650	0.7327263	0.2838859	0.9809091	0.9921469	0.6692639	0.4119853	0.5817710	0.9267819	0.8405806	0.2657502	0.9872455	0.5925605	0.3116876	0.3623490	0.1076874	0.8604725	0.5266885	0.1683474	0.3044539	0.9910184	0.3837333	0.9547760	0.9638467	0.7933144	0.4780966	0.6318408	0.4911933	0.4005600	0.0096677	0.4380226	0.9851617	0.9866326	0.4940818
