"Time"	G1	G77	G2	G94	G3	G9	G4	G63	G5	G60	G6	G35	G7	G88	G8	G68	G28	G10	G11	G76	G12	G83	G13	G85	G14	G87	G15	G61	G16	G71	G17	G91	G18	G57	G19	G56	G20	G64	G21	G86	G22	G23	G48	G24	G25	G26	G27	G72	G93	G29	G44	G30	G31	G70	G32	G33	G95	G34	G97	G36	G37	G54	G38	G39	G49	G40	G81	G41	G42	G43	G45	G67	G46	G47	G50	G66	G51	G52	G53	G58	G55	G78	G82	G59	G99	G62	G92	G65	G100	G96	G69	G98	G80	G73	G74	G75	G79	G89	G84	G90
450	0.8667830	0.9669587	0.9870417	0.0043132	0.4294739	0.0427542	0.3468410	0.8786547	0.5998332	0.1373123	0.0874626	0.0847649	0.9460871	0.9915997	0.2963835	0.9909690	0.4230099	0.1562291	0.0448794	0.9882141	0.9949084	0.3580145	0.9906269	0.5963223	0.3057177	0.0985376	0.0116075	0.0087426	0.8470989	0.9884832	0.0926607	0.0884486	0.2911536	0.4897027	0.0002112	0.0558265	0.2180106	0.2678694	0.5533252	0.1846711	0.1400325	0.0900605	0.1390499	0.1052929	0.6610899	0.9910957	0.3423579	0.2942376	0.1073344	0.9908092	0.1341303	0.9685842	0.0127325	0.7146748	0.2411147	0.0039767	0.2171326	0.3881889	0.9406471	0.1213597	0.7310863	0.7918302	0.9924021	0.0236157	0.0509874	0.5143401	0.7563969	0.2336316	0.6027254	0.3667842	0.7646033	0.9885510	0.2700386	0.3120563	0.0938642	0.8721401	0.2916335	0.0203465	0.5193318	0.3770677	0.3765467	0.9132460	0.7922284	0.7191507	0.0067131	0.0011040	0.1215859	0.0814414	0.3627963	0.5819092	0.0457967	0.7032155	0.6436177	0.6447845	0.5505851	0.4057803	0.0908089	0.0601515	0.0545219	0.0041252
500	0.9545940	0.9826399	0.9902368	0.0086530	0.4389676	0.0424064	0.3429586	0.8813240	0.5976147	0.1396229	0.0874933	0.0944304	0.9388119	0.9892424	0.2960148	0.9909829	0.4271233	0.1553173	0.0452888	0.9902570	0.9906655	0.3581306	0.9867460	0.5942629	0.3086062	0.0972050	0.0108962	0.0141105	0.8496438	0.9892461	0.0842532	0.0897478	0.2959460	0.4956772	0.0032759	0.0621258	0.2158571	0.2689884	0.5475060	0.1804311	0.1375795	0.1008788	0.1651809	0.1003851	0.6624841	0.9912835	0.3256105	0.3261743	0.0996736	0.9904143	0.1314360	0.9643814	0.0145079	0.7114954	0.2401129	0.0044058	0.2132433	0.3907690	0.9437171	0.1204862	0.7362831	0.7916692	0.9915215	0.0275364	0.0395538	0.5101806	0.7558589	0.2251052	0.6020027	0.3852876	0.7672127	0.9861778	0.2748639	0.3056995	0.0914917	0.8389580	0.1841871	0.0158973	0.5179294	0.3769221	0.3579234	0.9126343	0.7836073	0.7147587	0.0048088	0.0000000	0.1082322	0.0886738	0.3875388	0.5763455	0.0456427	0.7073590	0.6450207	0.6503343	0.5094042	0.4343304	0.0922622	0.0633911	0.0524916	0.0040151
550	0.9719542	0.9882401	0.3564885	0.0622322	0.4692366	0.0472277	0.3445243	0.2850306	0.6069990	0.4664044	0.1604993	0.1525234	0.9604858	0.9909957	0.2964625	0.9921087	0.1634952	0.1653181	0.0425556	0.9935074	0.9876304	0.3545646	0.9918477	0.5960124	0.1546436	0.1171230	0.0103719	0.0097882	0.8524587	0.9891373	0.0882003	0.0878456	0.3347881	0.7887814	0.0248468	0.0554325	0.3025125	0.2698499	0.5489120	0.1855729	0.1295130	0.1043066	0.1781153	0.0900074	0.6632642	0.9655947	0.3238397	0.4481273	0.0804084	0.9928260	0.2527976	0.9050314	0.0860905	0.2497156	0.1519848	0.0129437	0.8300499	0.4319737	0.9446759	0.5499702	0.2066457	0.7587598	0.9913730	0.0365913	0.0364007	0.5270077	0.7583613	0.2135088	0.5359605	0.2062890	0.9644096	0.9881468	0.7191071	0.2010782	0.0995290	0.8071690	0.1241808	0.6958599	0.5202919	0.3766396	0.3352894	0.8473447	0.3286987	0.7182481	0.0045028	0.0524198	0.1009288	0.1221762	0.4311767	0.5849645	0.0447121	0.3465766	0.6474897	0.9178237	0.4853582	0.5652641	0.0897665	0.0573163	0.0524706	0.0064408
600	0.9862153	0.9884518	0.1420173	0.3116213	0.3911416	0.0519054	0.3454830	0.1593512	0.6381922	0.5805576	0.4067791	0.1196535	0.9795095	0.9954545	0.2941574	0.9904454	0.0706678	0.2388990	0.1188020	0.9854363	0.9849042	0.3617817	0.9888827	0.6002839	0.1438789	0.1996081	0.0247930	0.0146071	0.8789520	0.9829326	0.1278888	0.0951360	0.4082644	0.8351848	0.0299894	0.0579127	0.4471609	0.3151071	0.5498688	0.1840549	0.1157103	0.1039466	0.1864506	0.0710765	0.6645168	0.7498650	0.3198336	0.5167137	0.0508417	0.9934850	0.2754237	0.8440979	0.1087143	0.1073274	0.1145959	0.0211588	0.9575224	0.5667220	0.9518549	0.6311632	0.0720476	0.6300983	0.9924461	0.0305266	0.0326546	0.5385735	0.7499194	0.1977253	0.3389454	0.2325257	0.9844812	0.9922742	0.8085675	0.0638178	0.0828547	0.7891027	0.0930292	0.9043568	0.5215408	0.3882155	0.3172837	0.8282479	0.2085076	0.7130935	0.0231878	0.0781652	0.1049479	0.3171804	0.4730932	0.5853030	0.0465287	0.1900499	0.6469296	0.9709494	0.4738810	0.6066557	0.0888399	0.0646575	0.0531290	0.0024805
650	0.9842889	0.9929533	0.0645083	0.7815160	0.3372391	0.0608247	0.3472024	0.1328329	0.7570202	0.5916568	0.5824044	0.0926890	0.9793228	0.9919709	0.2955184	0.9891734	0.0353339	0.4395512	0.3928519	0.9669640	0.9767348	0.3606933	0.9795806	0.5948267	0.1524760	0.3010702	0.1603447	0.0170776	0.8962169	0.9893381	0.2699504	0.0942193	0.4601467	0.8102343	0.0333312	0.0587542	0.5273427	0.3853849	0.5441593	0.1844989	0.1080802	0.1089795	0.1860459	0.0569102	0.6657182	0.2866709	0.3152079	0.5527561	0.0460985	0.9937226	0.2753654	0.6649368	0.1117561	0.0706117	0.0925372	0.0140051	0.9792455	0.6982204	0.9600864	0.6494215	0.0380555	0.4493039	0.9879762	0.2445676	0.0468204	0.5473626	0.7379135	0.1737169	0.1684057	0.2955096	0.9908958	0.9914791	0.8643895	0.0277271	0.0671439	0.7695264	0.0954137	0.9691903	0.5212893	0.4573616	0.2941396	0.8298318	0.1922728	0.7110702	0.0670406	0.0736048	0.1321361	0.6341549	0.5172617	0.5840132	0.0496783	0.1131309	0.6489312	0.9812249	0.4679209	0.6297539	0.0826689	0.0621144	0.0532275	0.0239975
700	0.9538161	0.9961166	0.0378624	0.9567100	0.2959669	0.0688627	0.3464029	0.1258247	0.8748978	0.5502550	0.6772253	0.0883968	0.9795245	0.9900216	0.2936278	0.9919809	0.0254749	0.5375871	0.7128820	0.6718797	0.9736314	0.3631149	0.8222619	0.5866534	0.1586706	0.3691630	0.4495289	0.0171571	0.9062103	0.9887684	0.4402385	0.1211952	0.4657995	0.7836653	0.0313020	0.0548738	0.5634992	0.4342749	0.5500161	0.1848785	0.1000441	0.1100309	0.1986556	0.0537552	0.6660590	0.0983786	0.3635750	0.5657037	0.0414670	0.9918107	0.2787012	0.3783246	0.1118310	0.0588477	0.0766143	0.0024817	0.9909617	0.7727617	0.9669427	0.6510819	0.0345565	0.2982406	0.9897463	0.6673299	0.3236340	0.5538981	0.7308390	0.1588530	0.0900857	0.3487426	0.9903127	0.9879033	0.9114078	0.0113313	0.0633981	0.7594103	0.1615043	0.9804360	0.5219753	0.5885154	0.2836577	0.8251597	0.2336673	0.7135173	0.0831791	0.0770761	0.1979524	0.8230759	0.5359421	0.5842119	0.0459342	0.0824940	0.6475436	0.9834473	0.4685557	0.6390190	0.0909851	0.0589428	0.0561073	0.1851997
750	0.5911858	0.9915795	0.0292666	0.9862234	0.2715722	0.0797935	0.3455233	0.1279853	0.8997480	0.4986854	0.7136024	0.0832806	0.9620775	0.9920075	0.2956057	0.9942658	0.0199329	0.3287297	0.8898752	0.3539151	0.9697664	0.3655821	0.3869570	0.4844905	0.1633836	0.4024691	0.6717956	0.0932864	0.9113097	0.9947300	0.5437526	0.1855679	0.4514429	0.7637741	0.0356433	0.0548251	0.5774614	0.4568522	0.5439789	0.1835001	0.0901595	0.1055448	0.1936758	0.0515773	0.6687704	0.0549348	0.6008913	0.5462556	0.0419479	0.9859715	0.2772122	0.1951384	0.1083244	0.0588093	0.0561824	0.0073760	0.9886905	0.8087477	0.9722555	0.6459471	0.0308653	0.2143075	0.9862563	0.8579228	0.6609407	0.5533190	0.7187447	0.1439455	0.0653523	0.3829206	0.9928487	0.9899951	0.9275128	0.0118874	0.0630006	0.7578062	0.3487117	0.9916661	0.5250290	0.7356646	0.2692021	0.8192949	0.3974196	0.7269309	0.0686256	0.0792493	0.2881125	0.8593697	0.5603209	0.5873646	0.0481780	0.0686426	0.6472220	0.9871274	0.4594179	0.6432143	0.0880394	0.0604950	0.0569436	0.2910773
800	0.2665655	0.9909961	0.0247940	0.9909395	0.2590334	0.0991850	0.3449609	0.1260598	0.8616301	0.4704154	0.7277354	0.0833920	0.9422433	0.9882209	0.3025653	0.9922156	0.0176221	0.1980851	0.9531764	0.1978508	0.9695684	0.3682576	0.1864455	0.2872998	0.1620551	0.4100585	0.7653327	0.2813588	0.9070250	0.9867675	0.5896229	0.2450440	0.4467776	0.7640174	0.0343249	0.0558255	0.5902936	0.4754233	0.5382369	0.1881102	0.0925602	0.0967608	0.1906437	0.0488805	0.6702262	0.0469412	0.8254137	0.4673106	0.0361621	0.9150916	0.2790856	0.1218537	0.1157330	0.0546878	0.0540167	0.0025316	0.9909009	0.8184189	0.9698671	0.6528379	0.0356591	0.1755675	0.9800514	0.9349287	0.8124366	0.5612478	0.7160047	0.1271296	0.0597124	0.3814217	0.9887419	0.9902020	0.9444573	0.0091277	0.0577288	0.7506765	0.5871406	0.9806964	0.5199240	0.8475624	0.2585653	0.8261710	0.6304694	0.7806365	0.0391379	0.0785275	0.3582359	0.6886392	0.5715703	0.5819346	0.0410881	0.0623481	0.6458401	0.9807703	0.4643763	0.6459094	0.0880544	0.0608495	0.0547855	0.2078437
850	0.1538898	0.9776945	0.0268721	0.9950349	0.2534251	0.1099821	0.3482407	0.1216118	0.7793763	0.4838756	0.7394748	0.0810931	0.9341495	0.9910033	0.2964988	0.9972504	0.0221255	0.1693422	0.9809763	0.1236690	0.9667399	0.3662641	0.1298492	0.1597107	0.1563756	0.4186077	0.7301265	0.4205028	0.9056592	0.9845845	0.6039720	0.2868850	0.4411799	0.7607134	0.0320654	0.0597309	0.5847175	0.4810766	0.5388155	0.1891326	0.0926353	0.0798843	0.1839819	0.0509120	0.6779499	0.0463260	0.9344308	0.3840274	0.0435471	0.6540105	0.2903253	0.1018998	0.1146856	0.0532845	0.0459879	0.0056212	0.9889001	0.8224426	0.9726753	0.6527436	0.0342745	0.1599161	0.9164905	0.9652877	0.8741632	0.5562495	0.7209115	0.1204620	0.0565513	0.3462074	0.9920078	0.9909446	0.9551540	0.0120404	0.0624122	0.7560155	0.7629151	0.9841578	0.5175633	0.9136981	0.2522905	0.8255652	0.7949085	0.8690961	0.0275246	0.0767863	0.4119620	0.3792977	0.5817952	0.5864353	0.0468563	0.0592955	0.6457923	0.9792642	0.4707439	0.6401570	0.0899219	0.0613692	0.0514105	0.0966373
900	0.1088639	0.9008307	0.0232545	0.9886584	0.2490557	0.1175734	0.3465127	0.1240791	0.6943170	0.5139042	0.7347300	0.0855729	0.9522908	0.9896093	0.3233050	0.9906097	0.0282873	0.1553423	0.9855432	0.0933580	0.9676555	0.3737805	0.1182681	0.1042613	0.1613862	0.4062928	0.5215245	0.3789459	0.9091980	0.9836160	0.6039091	0.3019946	0.4471507	0.7677324	0.0331180	0.0535067	0.5889866	0.4858947	0.5349075	0.1876824	0.0894770	0.0614152	0.1580682	0.0477403	0.6787063	0.0482944	0.9729261	0.3193506	0.0362286	0.4676277	0.3153231	0.0956258	0.1146796	0.0509430	0.0423309	0.0059641	0.9878754	0.8289565	0.9718112	0.6547077	0.0350166	0.1546285	0.7674069	0.9783606	0.9012058	0.5513712	0.7217213	0.1118144	0.0527310	0.2826698	0.9893408	0.9901742	0.9497452	0.0085414	0.0598465	0.7664606	0.8447614	0.9892154	0.5245990	0.9461565	0.2521876	0.8278124	0.8766857	0.9346805	0.0336321	0.0759351	0.4442519	0.1944091	0.5758811	0.5874814	0.0524764	0.0556010	0.6478198	0.9822644	0.4730723	0.6481209	0.0882822	0.0612583	0.0526219	0.0448852
950	0.0917830	0.7087815	0.0264039	0.9855535	0.2470279	0.1167660	0.3464294	0.1237999	0.6433028	0.5577822	0.7406334	0.0837941	0.9706920	0.9900038	0.3739641	0.9948125	0.0259718	0.1575431	0.9868587	0.0750899	0.9663363	0.3688671	0.1097824	0.0883252	0.1834279	0.3932672	0.2666055	0.1841840	0.9068299	0.9902721	0.5924506	0.3001578	0.4506458	0.7687411	0.0356399	0.0566498	0.5863701	0.4854358	0.5372420	0.1838244	0.0859891	0.0417677	0.1241137	0.0455662	0.6734080	0.0463352	0.9812387	0.2817817	0.0417217	0.4046675	0.3571219	0.0898464	0.1086471	0.0533550	0.0386689	0.0029922	0.9909109	0.8286719	0.9721206	0.6541764	0.0241513	0.1503818	0.7564706	0.9813071	0.9111329	0.5529375	0.7203414	0.1117916	0.0549496	0.2219097	0.9853510	0.9931313	0.9543433	0.0104171	0.0613016	0.7866313	0.8844831	0.9942203	0.5172386	0.9612358	0.2546266	0.8258307	0.9175340	0.9658801	0.0394854	0.0791787	0.4664692	0.1128854	0.5690013	0.5853849	0.0523238	0.0519226	0.6469765	0.9802270	0.5215680	0.6397137	0.0904207	0.0591601	0.0566965	0.0358213
1000	0.0915300	0.4915996	0.0234217	0.9923480	0.2427095	0.1238298	0.3443542	0.1304944	0.6153698	0.5917905	0.7428494	0.0814079	0.9841677	0.9905751	0.3941458	0.9925841	0.0307699	0.1564454	0.9934579	0.0741408	0.9659785	0.3683354	0.1041150	0.0843014	0.2022040	0.3511960	0.1132944	0.0710453	0.9102717	0.9902733	0.5603643	0.2933769	0.4467601	0.7694811	0.0333496	0.0599846	0.5876181	0.4872277	0.5390249	0.1901959	0.0879875	0.0412489	0.0937742	0.0492738	0.6760958	0.0438272	0.9935650	0.2561651	0.0380550	0.3840027	0.3926263	0.0885300	0.1151225	0.0509035	0.0396049	0.0059847	0.9891414	0.8251338	0.9718983	0.6541802	0.0266617	0.1496708	0.8768011	0.9840864	0.9145450	0.5537158	0.7155973	0.1161352	0.0550616	0.1678088	0.9920176	0.9879842	0.9547471	0.0116982	0.0657108	0.8252361	0.9026802	0.9835268	0.5239323	0.9639980	0.2580102	0.8227861	0.9302939	0.9821190	0.0687369	0.0785612	0.4745911	0.0829664	0.5416707	0.5855667	0.0456738	0.0511619	0.6449086	0.9843336	0.6483876	0.6229877	0.0856613	0.0597879	0.0502420	0.0776186

0	0.0909377	0.1998733	0.0278863	0.9888755	0.2542928	0.1162699	0.3494032	0.1268642	0.5988964	0.6435567	0.7411460	0.0819233	0.9929140	0.9957237	0.2993024	0.9924798	0.0307494	0.1546312	0.7533144	0.1164193	0.9619457	0.3664231	0.1094502	0.0732536	0.2523473	0.1472511	0.0076925	0.0204275	0.9098156	0.9906748	0.1358199	0.0935616	0.4505018	0.7674908	0.0336609	0.0614487	0.5937011	0.4859914	0.5411042	0.1880667	0.1246758	0.0341867	0.0546959	0.0978658	0.6750941	0.0464803	0.9977178	0.2258698	0.0423152	0.3758330	0.4370523	0.0945304	0.1090968	0.0545153	0.0988164	0.0026010	0.9915237	0.8279483	0.9727068	0.6581392	0.0237669	0.1494776	0.9922915	0.9809659	0.9142028	0.5604243	0.7212556	0.2412582	0.0538380	0.0919232	0.9936527	0.9887407	0.8844429	0.2779855	0.0815156	0.9377457	0.9227221	0.0829813	0.5177870	0.9745422	0.3970949	0.8259590	0.9385311	0.9879085	0.1874673	0.0786721	0.4870138	0.0603732	0.3204117	0.5850235	0.0487876	0.0532826	0.6500164	0.9813812	0.9863076	0.4118846	0.0919940	0.0617427	0.0498274	0.8792464
